Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Revenue
1,775,81,10,2024-01-01 00:00:00,54182.4
2,912,33,1,2024-01-01 01:00:00,6823.06
3,954,64,8,2024-01-01 02:00:00,21218.16
4,921,100,3,2024-01-01 03:00:00,6605.28
5,178,66,7,2024-01-01 04:00:00,21396.62
6,501,54,2,2024-01-01 05:00:00,6291.3
7,3,45,7,2024-01-01 06:00:00,24516.73
8,723,57,5,2024-01-01 07:00:00,40755.25
9,596,51,7,2024-01-01 08:00:00,31229.52
10,637,5,6,2024-01-01 09:00:00,57133.32
11,283,59,7,2024-01-01 10:00:00,45067.96
12,299,45,4,2024-01-01 11:00:00,14009.56
13,119,96,9,2024-01-01 12:00:00,82600.38
14,965,74,9,2024-01-01 13:00:00,35915.04
15,74,4,10,2024-01-01 14:00:00,90682.5
16,942,63,4,2024-01-01 15:00:00,36056.2
17,288,56,1,2024-01-01 16:00:00,2851.51
18,240,66,6,2024-01-01 17:00:00,18339.96
19,539,3,6,2024-01-01 18:00:00,46080.42
20,886,9,1,2024-01-01 19:00:00,2532.6
21,436,39,5,2024-01-01 20:00:00,46292.75
22,740,3,2,2024-01-01 21:00:00,15360.14
23,386,73,10,2024-01-01 22:00:00,45621.1
24,144,19,9,2024-01-01 23:00:00,24824.7
25,609,14,1,2024-01-02 00:00:00,2065.26
26,153,51,4,2024-01-02 01:00:00,17845.44
27,688,98,2,2024-01-02 02:00:00,9518.78
28,501,71,2,2024-01-02 03:00:00,1664.32
29,869,84,2,2024-01-02 04:00:00,18555.94
30,526,99,3,2024-01-02 05:00:00,6418.89
31,568,83,8,2024-01-02 06:00:00,32613.68
32,272,68,9,2024-01-02 07:00:00,64388.79
33,314,4,4,2024-01-02 08:00:00,36273.0
34,370,18,6,2024-01-02 09:00:00,33324.24
35,516,78,2,2024-01-02 10:00:00,2683.94
36,217,82,5,2024-01-02 11:00:00,24497.5
37,572,13,6,2024-01-02 12:00:00,3905.4
38,254,8,10,2024-01-02 13:00:00,8773.7
39,236,90,9,2024-01-02 14:00:00,63138.6
40,573,50,9,2024-01-02 15:00:00,65781.72
41,616,23,7,2024-01-02 16:00:00,34666.17
42,920,71,7,2024-01-02 17:00:00,5825.12
43,281,97,3,2024-01-02 18:00:00,6286.68
44,798,5,8,2024-01-02 19:00:00,76177.76
45,773,24,9,2024-01-02 20:00:00,61073.28
46,990,16,3,2024-01-02 21:00:00,12144.84
47,208,49,9,2024-01-02 22:00:00,72388.26
48,3,87,9,2024-01-02 23:00:00,7207.38
49,812,82,9,2024-01-03 00:00:00,44095.5
50,937,14,3,2024-01-03 01:00:00,6195.78
51,935,54,5,2024-01-03 02:00:00,15728.25
52,406,71,7,2024-01-03 03:00:00,5825.12
53,16,89,6,2024-01-03 04:00:00,20990.28
54,968,11,3,2024-01-03 05:00:00,20244.93
55,828,99,3,2024-01-03 06:00:00,6418.89
56,508,71,9,2024-01-03 07:00:00,7489.44
57,474,14,10,2024-01-03 08:00:00,20652.6
58,788,72,5,2024-01-03 09:00:00,5552.6
59,28,26,2,2024-01-03 10:00:00,9915.56
60,380,93,10,2024-01-03 11:00:00,69066.8
61,243,43,7,2024-01-03 12:00:00,19733.0
62,149,14,7,2024-01-03 13:00:00,14456.82
63,215,90,1,2024-01-03 14:00:00,7015.4
64,27,85,10,2024-01-03 15:00:00,65547.7
65,377,15,3,2024-01-03 16:00:00,4139.28
66,706,78,9,2024-01-03 17:00:00,12077.73
67,143,2,6,2024-01-03 18:00:00,30103.92
68,124,57,7,2024-01-03 19:00:00,57057.35
69,239,54,7,2024-01-03 20:00:00,22019.55
70,894,39,4,2024-01-03 21:00:00,37034.2
71,425,61,8,2024-01-03 22:00:00,22937.84
72,943,76,6,2024-01-03 23:00:00,46637.7
73,773,49,2,2024-01-04 00:00:00,16086.28
74,134,95,10,2024-01-04 01:00:00,71947.5
75,768,79,6,2024-01-04 02:00:00,56672.7
76,139,69,9,2024-01-04 03:00:00,66375.0
77,22,55,7,2024-01-04 04:00:00,61123.09
78,986,79,5,2024-01-04 05:00:00,47227.25
79,530,7,7,2024-01-04 06:00:00,55183.31
80,456,80,1,2024-01-04 07:00:00,944.03
81,46,55,1,2024-01-04 08:00:00,8731.87
82,514,64,8,2024-01-04 09:00:00,21218.16
83,164,49,2,2024-01-04 10:00:00,16086.28
84,227,34,4,2024-01-04 11:00:00,27406.52
85,259,35,1,2024-01-04 12:00:00,1497.27
86,574,64,10,2024-01-04 13:00:00,26522.7
87,384,3,10,2024-01-04 14:00:00,76800.7
88,52,55,8,2024-01-04 15:00:00,69854.96
89,566,99,6,2024-01-04 16:00:00,12837.78
90,925,6,1,2024-01-04 17:00:00,3016.55
91,111,68,7,2024-01-04 18:00:00,50080.17
92,123,69,5,2024-01-04 19:00:00,36875.0
93,572,59,3,2024-01-04 20:00:00,19314.84
94,473,35,2,2024-01-04 21:00:00,2994.54
95,537,60,8,2024-01-04 22:00:00,59102.72
96,542,42,3,2024-01-04 23:00:00,23205.72
97,548,91,9,2024-01-05 00:00:00,45837.81
98,131,4,8,2024-01-05 01:00:00,72546.0
99,500,54,5,2024-01-05 02:00:00,15728.25
100,947,83,2,2024-01-05 03:00:00,8153.42
101,821,32,4,2024-01-05 04:00:00,15033.04
102,324,14,9,2024-01-05 05:00:00,18587.34
103,97,71,1,2024-01-05 06:00:00,832.16
104,703,30,1,2024-01-05 07:00:00,4987.97
105,705,56,7,2024-01-05 08:00:00,19960.57
106,369,19,9,2024-01-05 09:00:00,24824.7
107,693,29,1,2024-01-05 10:00:00,8441.02
108,764,46,7,2024-01-05 11:00:00,60055.59
109,340,69,4,2024-01-05 12:00:00,29500.0
110,127,94,9,2024-01-05 13:00:00,60960.69
111,146,74,5,2024-01-05 14:00:00,19952.8
112,764,86,2,2024-01-05 15:00:00,18373.04
113,470,28,2,2024-01-05 16:00:00,5109.98
114,775,22,5,2024-01-05 17:00:00,26888.75
115,988,84,2,2024-01-05 18:00:00,18555.94
116,342,69,4,2024-01-05 19:00:00,29500.0
117,515,28,4,2024-01-05 20:00:00,10219.96
118,386,51,1,2024-01-05 21:00:00,4461.36
119,105,91,8,2024-01-05 22:00:00,40744.72
120,360,2,2,2024-01-05 23:00:00,10034.64
121,537,89,6,2024-01-06 00:00:00,20990.28
122,664,56,3,2024-01-06 01:00:00,8554.53
123,591,6,2,2024-01-06 02:00:00,6033.1
124,73,24,1,2024-01-06 03:00:00,6785.92
125,745,63,7,2024-01-06 04:00:00,63098.35
126,863,67,3,2024-01-06 05:00:00,7951.5
127,99,2,10,2024-01-06 06:00:00,50173.2
128,752,58,3,2024-01-06 07:00:00,24610.62
129,6,95,1,2024-01-06 08:00:00,7194.75
130,347,72,3,2024-01-06 09:00:00,3331.56
131,173,2,10,2024-01-06 10:00:00,50173.2
132,238,19,8,2024-01-06 11:00:00,22066.4
133,158,81,7,2024-01-06 12:00:00,37927.68
134,787,81,3,2024-01-06 13:00:00,16254.72
135,625,40,10,2024-01-06 14:00:00,22972.7
136,604,6,9,2024-01-06 15:00:00,27148.95
137,989,70,9,2024-01-06 16:00:00,68630.67
138,146,43,7,2024-01-06 17:00:00,19733.0
139,325,10,4,2024-01-06 18:00:00,39096.28
140,217,64,3,2024-01-06 19:00:00,7956.81
141,916,45,2,2024-01-06 20:00:00,7004.78
142,929,21,7,2024-01-06 21:00:00,35031.71
143,392,95,5,2024-01-06 22:00:00,35973.75
144,296,90,1,2024-01-06 23:00:00,7015.4
145,877,36,4,2024-01-07 00:00:00,35681.36
146,376,65,3,2024-01-07 01:00:00,24780.63
147,204,10,2,2024-01-07 02:00:00,19548.14
148,110,24,9,2024-01-07 03:00:00,61073.28
149,662,65,9,2024-01-07 04:00:00,74341.89
150,125,69,4,2024-01-07 05:00:00,29500.0
151,438,38,3,2024-01-07 06:00:00,8336.49
152,516,63,1,2024-01-07 07:00:00,9014.05
153,643,27,8,2024-01-07 08:00:00,46971.6
154,705,64,10,2024-01-07 09:00:00,26522.7
155,790,45,3,2024-01-07 10:00:00,10507.17
156,201,2,8,2024-01-07 11:00:00,40138.56
157,326,55,10,2024-01-07 12:00:00,87318.7
158,222,43,5,2024-01-07 13:00:00,14095.0
159,35,19,8,2024-01-07 14:00:00,22066.4
160,357,50,1,2024-01-07 15:00:00,7309.08
161,580,71,6,2024-01-07 16:00:00,4992.96
162,86,30,6,2024-01-07 17:00:00,29927.82
163,357,36,2,2024-01-07 18:00:00,17840.68
164,480,44,4,2024-01-07 19:00:00,18314.88
165,744,77,5,2024-01-07 20:00:00,31336.45
166,225,67,9,2024-01-07 21:00:00,23854.5
167,549,48,8,2024-01-07 22:00:00,38858.48
168,697,23,4,2024-01-07 23:00:00,19809.24
169,884,61,3,2024-01-08 00:00:00,8601.69
170,809,14,7,2024-01-08 01:00:00,14456.82
171,830,12,8,2024-01-08 02:00:00,71903.84
172,557,39,5,2024-01-08 03:00:00,46292.75
173,291,27,8,2024-01-08 04:00:00,46971.6
174,907,100,5,2024-01-08 05:00:00,11008.8
175,576,67,9,2024-01-08 06:00:00,23854.5
176,73,29,10,2024-01-08 07:00:00,84410.2
177,487,63,8,2024-01-08 08:00:00,72112.4
178,449,83,6,2024-01-08 09:00:00,24460.26
179,402,75,7,2024-01-08 10:00:00,25106.2
180,726,92,1,2024-01-08 11:00:00,697.76
181,567,61,2,2024-01-08 12:00:00,5734.46
182,765,44,10,2024-01-08 13:00:00,45787.2
183,638,58,9,2024-01-08 14:00:00,73831.86
184,61,44,8,2024-01-08 15:00:00,36629.76
185,530,13,2,2024-01-08 16:00:00,1301.8
186,312,33,5,2024-01-08 17:00:00,34115.3
187,958,62,5,2024-01-08 18:00:00,16202.05
188,789,26,10,2024-01-08 19:00:00,49577.8
189,132,18,1,2024-01-08 20:00:00,5554.04
190,936,96,1,2024-01-08 21:00:00,9177.82
191,56,55,4,2024-01-08 22:00:00,34927.48
192,611,18,5,2024-01-08 23:00:00,27770.2
193,638,24,6,2024-01-09 00:00:00,40715.52
194,393,66,4,2024-01-09 01:00:00,12226.64
195,193,74,2,2024-01-09 02:00:00,7981.12
196,425,73,5,2024-01-09 03:00:00,22810.55
197,180,39,8,2024-01-09 04:00:00,74068.4
198,579,78,9,2024-01-09 05:00:00,12077.73
199,150,27,7,2024-01-09 06:00:00,41100.15
200,884,81,3,2024-01-09 07:00:00,16254.72
201,820,65,2,2024-01-09 08:00:00,16520.42
202,428,100,4,2024-01-09 09:00:00,8807.04
203,157,80,3,2024-01-09 10:00:00,2832.09
204,295,44,7,2024-01-09 11:00:00,32051.04
205,78,43,4,2024-01-09 12:00:00,11276.0
206,488,59,7,2024-01-09 13:00:00,45067.96
207,168,80,4,2024-01-09 14:00:00,3776.12
208,36,82,5,2024-01-09 15:00:00,24497.5
209,440,13,5,2024-01-09 16:00:00,3254.5
210,56,2,8,2024-01-09 17:00:00,40138.56
211,918,92,2,2024-01-09 18:00:00,1395.52
212,339,22,10,2024-01-09 19:00:00,53777.5
213,418,21,9,2024-01-09 20:00:00,45040.77
214,624,88,4,2024-01-09 21:00:00,35507.2
215,701,72,6,2024-01-09 22:00:00,6663.12
216,739,61,1,2024-01-09 23:00:00,2867.23
217,822,99,3,2024-01-10 00:00:00,6418.89
218,842,23,9,2024-01-10 01:00:00,44570.79
219,770,8,6,2024-01-10 02:00:00,5264.22
220,30,13,10,2024-01-10 03:00:00,6509.0
221,222,96,3,2024-01-10 04:00:00,27533.46
222,527,85,5,2024-01-10 05:00:00,32773.85
223,701,49,10,2024-01-10 06:00:00,80431.4
224,453,52,1,2024-01-10 07:00:00,2054.5
225,27,95,7,2024-01-10 08:00:00,50363.25
226,193,5,3,2024-01-10 09:00:00,28566.66
227,920,86,3,2024-01-10 10:00:00,27559.56
228,966,85,7,2024-01-10 11:00:00,45883.39
229,645,28,8,2024-01-10 12:00:00,20439.92
230,541,95,2,2024-01-10 13:00:00,14389.5
231,851,70,5,2024-01-10 14:00:00,38128.15
232,695,91,9,2024-01-10 15:00:00,45837.81
233,268,69,3,2024-01-10 16:00:00,22125.0
234,196,18,5,2024-01-10 17:00:00,27770.2
235,836,91,2,2024-01-10 18:00:00,10186.18
236,469,70,2,2024-01-10 19:00:00,15251.26
237,331,79,8,2024-01-10 20:00:00,75563.6
238,654,6,7,2024-01-10 21:00:00,21115.85
239,605,33,3,2024-01-10 22:00:00,20469.18
240,963,46,6,2024-01-10 23:00:00,51476.22
241,500,31,1,2024-01-11 00:00:00,7198.71
242,991,17,10,2024-01-11 01:00:00,6020.0
243,832,74,8,2024-01-11 02:00:00,31924.48
244,722,13,4,2024-01-11 03:00:00,2603.6
245,973,83,10,2024-01-11 04:00:00,40767.1
246,460,4,4,2024-01-11 05:00:00,36273.0
247,661,53,2,2024-01-11 06:00:00,11285.74
248,168,70,9,2024-01-11 07:00:00,68630.67
249,613,98,8,2024-01-11 08:00:00,38075.12
250,110,84,9,2024-01-11 09:00:00,83501.73
251,743,19,10,2024-01-11 10:00:00,27583.0
252,382,21,8,2024-01-11 11:00:00,40036.24
253,873,66,9,2024-01-11 12:00:00,27509.94
254,133,85,2,2024-01-11 13:00:00,13109.54
255,811,60,8,2024-01-11 14:00:00,59102.72
256,172,28,6,2024-01-11 15:00:00,15329.94
257,339,35,4,2024-01-11 16:00:00,5989.08
258,642,68,7,2024-01-11 17:00:00,50080.17
259,768,60,8,2024-01-11 18:00:00,59102.72
260,679,60,4,2024-01-11 19:00:00,29551.36
261,249,80,9,2024-01-11 20:00:00,8496.27
262,167,15,7,2024-01-11 21:00:00,9658.32
263,189,18,9,2024-01-11 22:00:00,49986.36
264,140,85,9,2024-01-11 23:00:00,58992.93
265,434,72,7,2024-01-12 00:00:00,7773.64
266,958,83,5,2024-01-12 01:00:00,20383.55
267,660,39,3,2024-01-12 02:00:00,27775.65
268,898,29,2,2024-01-12 03:00:00,16882.04
269,563,53,10,2024-01-12 04:00:00,56428.7
270,531,80,3,2024-01-12 05:00:00,2832.09
271,117,52,9,2024-01-12 06:00:00,18490.5
272,991,18,7,2024-01-12 07:00:00,38878.28
273,631,88,1,2024-01-12 08:00:00,8876.8
274,573,83,7,2024-01-12 09:00:00,28536.97
275,819,82,8,2024-01-12 10:00:00,39196.0
276,139,50,9,2024-01-12 11:00:00,65781.72
277,133,92,7,2024-01-12 12:00:00,4884.32
278,808,58,6,2024-01-12 13:00:00,49221.24
279,447,92,2,2024-01-12 14:00:00,1395.52
280,609,6,10,2024-01-12 15:00:00,30165.5
281,660,70,3,2024-01-12 16:00:00,22876.89
282,44,37,7,2024-01-12 17:00:00,67270.14
283,999,25,5,2024-01-12 18:00:00,42851.85
284,715,44,8,2024-01-12 19:00:00,36629.76
285,251,50,1,2024-01-12 20:00:00,7309.08
286,372,44,8,2024-01-12 21:00:00,36629.76
287,367,85,7,2024-01-12 22:00:00,45883.39
288,959,30,4,2024-01-12 23:00:00,19951.88
289,757,78,7,2024-01-13 00:00:00,9393.79
290,950,19,10,2024-01-13 01:00:00,27583.0
291,67,70,4,2024-01-13 02:00:00,30502.52
292,19,64,3,2024-01-13 03:00:00,7956.81
293,330,54,8,2024-01-13 04:00:00,25165.2
294,647,45,9,2024-01-13 05:00:00,31521.51
295,578,35,10,2024-01-13 06:00:00,14972.7
296,159,4,6,2024-01-13 07:00:00,54409.5
297,788,76,4,2024-01-13 08:00:00,31091.8
298,429,76,5,2024-01-13 09:00:00,38864.75
299,841,16,3,2024-01-13 10:00:00,12144.84
300,279,84,9,2024-01-13 11:00:00,83501.73
301,901,73,7,2024-01-13 12:00:00,31934.77
302,15,49,3,2024-01-13 13:00:00,24129.42
303,548,79,6,2024-01-13 14:00:00,56672.7
304,662,89,4,2024-01-13 15:00:00,13993.52
305,398,53,2,2024-01-13 16:00:00,11285.74
306,635,28,3,2024-01-13 17:00:00,7664.97
307,606,41,1,2024-01-13 18:00:00,9058.48
308,226,44,2,2024-01-13 19:00:00,9157.44
309,989,61,1,2024-01-13 20:00:00,2867.23
310,436,20,5,2024-01-13 21:00:00,2912.25
311,937,62,1,2024-01-13 22:00:00,3240.41
312,80,71,9,2024-01-13 23:00:00,7489.44
313,547,7,2,2024-01-14 00:00:00,15766.66
314,345,19,1,2024-01-14 01:00:00,2758.3
315,854,74,2,2024-01-14 02:00:00,7981.12
316,98,14,7,2024-01-14 03:00:00,14456.82
317,516,32,3,2024-01-14 04:00:00,11274.78
318,18,37,9,2024-01-14 05:00:00,86490.18
319,395,60,2,2024-01-14 06:00:00,14775.68
320,571,78,5,2024-01-14 07:00:00,6709.85
321,470,2,8,2024-01-14 08:00:00,40138.56
322,54,79,10,2024-01-14 09:00:00,94454.5
323,854,90,4,2024-01-14 10:00:00,28061.6
324,474,11,9,2024-01-14 11:00:00,60734.79
325,399,88,10,2024-01-14 12:00:00,88768.0
326,363,20,1,2024-01-14 13:00:00,582.45
327,275,57,9,2024-01-14 14:00:00,73359.45
328,321,47,10,2024-01-14 15:00:00,35662.0
329,362,69,5,2024-01-14 16:00:00,36875.0
330,724,81,1,2024-01-14 17:00:00,5418.24
331,981,83,6,2024-01-14 18:00:00,24460.26
332,364,51,3,2024-01-14 19:00:00,13384.08
333,411,95,5,2024-01-14 20:00:00,35973.75
334,683,47,1,2024-01-14 21:00:00,3566.2
335,515,14,7,2024-01-14 22:00:00,14456.82
336,353,62,9,2024-01-14 23:00:00,29163.69
337,444,89,7,2024-01-15 00:00:00,24488.66
338,267,66,7,2024-01-15 01:00:00,21396.62
339,722,14,7,2024-01-15 02:00:00,14456.82
340,950,34,8,2024-01-15 03:00:00,54813.04
341,804,52,6,2024-01-15 04:00:00,12327.0
342,724,25,6,2024-01-15 05:00:00,51422.22
343,397,44,9,2024-01-15 06:00:00,41208.48
344,855,84,2,2024-01-15 07:00:00,18555.94
345,717,1,7,2024-01-15 08:00:00,22140.65
346,499,42,10,2024-01-15 09:00:00,77352.4
347,114,28,6,2024-01-15 10:00:00,15329.94
348,846,11,1,2024-01-15 11:00:00,6748.31
349,121,10,7,2024-01-15 12:00:00,68418.49
350,696,13,9,2024-01-15 13:00:00,5858.1
351,759,92,2,2024-01-15 14:00:00,1395.52
352,569,4,6,2024-01-15 15:00:00,54409.5
353,300,8,9,2024-01-15 16:00:00,7896.33
354,782,7,4,2024-01-15 17:00:00,31533.32
355,650,56,8,2024-01-15 18:00:00,22812.08
356,109,40,2,2024-01-15 19:00:00,4594.54
357,523,17,3,2024-01-15 20:00:00,1806.0
358,964,12,8,2024-01-15 21:00:00,71903.84
359,24,34,2,2024-01-15 22:00:00,13703.26
360,204,95,7,2024-01-15 23:00:00,50363.25
361,95,16,7,2024-01-16 00:00:00,28337.96
362,449,69,7,2024-01-16 01:00:00,51625.0
363,144,57,4,2024-01-16 02:00:00,32604.2
364,175,65,5,2024-01-16 03:00:00,41301.05
365,145,81,7,2024-01-16 04:00:00,37927.68
366,106,52,3,2024-01-16 05:00:00,6163.5
367,322,51,6,2024-01-16 06:00:00,26768.16
368,644,84,3,2024-01-16 07:00:00,27833.91
369,916,5,7,2024-01-16 08:00:00,66655.54
370,665,78,7,2024-01-16 09:00:00,9393.79
371,481,45,6,2024-01-16 10:00:00,21014.34
372,184,58,10,2024-01-16 11:00:00,82035.4
373,547,27,8,2024-01-16 12:00:00,46971.6
374,556,52,1,2024-01-16 13:00:00,2054.5
375,151,86,1,2024-01-16 14:00:00,9186.52
376,73,27,4,2024-01-16 15:00:00,23485.8
377,272,22,8,2024-01-16 16:00:00,43022.0
378,925,26,3,2024-01-16 17:00:00,14873.34
379,275,83,4,2024-01-16 18:00:00,16306.84
380,637,94,10,2024-01-16 19:00:00,67734.1
381,402,92,5,2024-01-16 20:00:00,3488.8
382,392,18,1,2024-01-16 21:00:00,5554.04
383,517,60,5,2024-01-16 22:00:00,36939.2
384,150,10,7,2024-01-16 23:00:00,68418.49
385,36,26,2,2024-01-17 00:00:00,9915.56
386,287,28,6,2024-01-17 01:00:00,15329.94
